trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
533,False,"{'a': 0.5, 'e': 0.7868000000000235}",25,0,-21.860961280461655,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.7864000000000235}",20,0,-188.59863778246216,"{0: 9, 1: 4, 2: 2, 3: 2, 4: 3}",0
535,False,"{'a': 0.5, 'e': 0.7860000000000236}",20,0,-146.1022943320312,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
536,False,"{'a': 0.5, 'e': 0.7856000000000236}",20,7,-57.07146136085532,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
537,False,"{'a': 0.5, 'e': 0.7852000000000237}",20,0,-106.64255233555153,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
538,False,"{'a': 0.5, 'e': 0.7848000000000237}",25,0,-71.36149065075618,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
539,False,"{'a': 0.5, 'e': 0.7844000000000237}",20,13,-12.543952738588313,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.7840000000000238}",20,1,-21.253249186747126,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.7836000000000238}",20,3,-20.259151590344718,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.7832000000000239}",20,0,-45.952094632092525,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
543,False,"{'a': 0.5, 'e': 0.7828000000000239}",20,12,-33.707543698558105,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
544,False,"{'a': 0.5, 'e': 0.782400000000024}",20,0,-74.55236237820424,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.782000000000024}",25,12,5.44423652466576,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.781600000000024}",20,0,-85.82641037547751,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.7812000000000241}",25,6,-0.9667996879505254,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.7808000000000241}",25,12,-44.87297596704599,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
549,False,"{'a': 0.5, 'e': 0.7804000000000242}",20,10,-18.886750594740118,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.7800000000000242}",25,0,-228.02471272895244,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 4}",0
551,False,"{'a': 0.5, 'e': 0.7796000000000243}",20,5,-107.48131736198982,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 2}",1
552,False,"{'a': 0.5, 'e': 0.7792000000000243}",25,0,-140.8669284616763,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
553,False,"{'a': 0.5, 'e': 0.7788000000000244}",25,1,7.520208031080017,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.7784000000000244}",25,8,-78.08287286988518,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 1}",1
555,False,"{'a': 0.5, 'e': 0.7780000000000244}",25,0,-38.31099360810759,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
556,False,"{'a': 0.5, 'e': 0.7776000000000245}",20,3,-29.621799933137346,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.7772000000000245}",30,9,-94.8345943002865,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 1}",1
558,False,"{'a': 0.5, 'e': 0.7768000000000246}",20,0,-28.719170795839073,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
559,False,"{'a': 0.5, 'e': 0.7764000000000246}",20,0,-62.42067187610566,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
560,False,"{'a': 0.5, 'e': 0.7760000000000247}",20,0,-24.203257567304725,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
561,False,"{'a': 0.5, 'e': 0.7756000000000247}",25,10,-71.71957189044835,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
562,False,"{'a': 0.5, 'e': 0.7752000000000248}",20,0,-140.56525070835627,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
563,False,"{'a': 0.5, 'e': 0.7748000000000248}",25,0,-24.535082716331104,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.7744000000000248}",20,0,-71.08065556916607,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
565,False,"{'a': 0.5, 'e': 0.7740000000000249}",25,0,-57.51666654602949,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.7736000000000249}",25,14,-24.767005237013368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
567,False,"{'a': 0.5, 'e': 0.773200000000025}",20,0,-82.18728077498989,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
568,False,"{'a': 0.5, 'e': 0.772800000000025}",30,0,-45.40870414402229,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
569,False,"{'a': 0.5, 'e': 0.7724000000000251}",20,0,-30.029669295453704,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
570,False,"{'a': 0.5, 'e': 0.7720000000000251}",20,0,-97.97357711182036,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
571,False,"{'a': 0.5, 'e': 0.7716000000000252}",20,0,-114.09732514453393,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
572,False,"{'a': 0.5, 'e': 0.7712000000000252}",20,0,-57.14286764113121,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.7708000000000252}",25,0,-10.645652584730541,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
574,False,"{'a': 0.5, 'e': 0.7704000000000253}",25,0,-21.14775377169751,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.7700000000000253}",30,16,-15.661453382732828,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.7696000000000254}",20,0,-135.80316389763928,"{0: 10, 1: 3, 2: 3, 3: 3, 4: 1}",0
577,False,"{'a': 0.5, 'e': 0.7692000000000254}",30,0,-86.6402647887401,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
578,False,"{'a': 0.5, 'e': 0.7688000000000255}",20,0,-202.61433367020965,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
579,False,"{'a': 0.5, 'e': 0.7684000000000255}",25,0,-31.331996110238634,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
580,False,"{'a': 0.5, 'e': 0.7680000000000256}",30,11,-24.102858037218905,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.7676000000000256}",20,0,-41.14295018125516,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
582,False,"{'a': 0.5, 'e': 0.7672000000000256}",20,0,-39.04374493592144,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
583,False,"{'a': 0.5, 'e': 0.7668000000000257}",35,1,-125.26988616618385,"{0: 23, 1: 3, 2: 6, 3: 0, 4: 2}",1
584,False,"{'a': 0.5, 'e': 0.7664000000000257}",20,0,-84.85570833854521,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
585,False,"{'a': 0.5, 'e': 0.7660000000000258}",25,5,7.104652695273212,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.7656000000000258}",30,10,-67.77315757521421,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
587,False,"{'a': 0.5, 'e': 0.7652000000000259}",20,0,-31.32828389323883,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
588,False,"{'a': 0.5, 'e': 0.7648000000000259}",20,0,-62.19919379804693,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
589,False,"{'a': 0.5, 'e': 0.764400000000026}",20,13,-36.96452227920055,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
590,False,"{'a': 0.5, 'e': 0.764000000000026}",25,0,-117.29196489635885,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.763600000000026}",25,0,-65.82110817562129,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
592,False,"{'a': 0.5, 'e': 0.7632000000000261}",25,18,-16.364136930165902,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.7628000000000261}",35,1,-167.46859171047572,"{0: 18, 1: 6, 2: 8, 3: 0, 4: 2}",1
594,False,"{'a': 0.5, 'e': 0.7624000000000262}",30,0,-148.1299194632833,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
595,False,"{'a': 0.5, 'e': 0.7620000000000262}",25,0,-169.55872710192997,"{0: 12, 1: 2, 2: 7, 3: 3, 4: 1}",0
596,False,"{'a': 0.5, 'e': 0.7616000000000263}",20,0,-28.478422900732404,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
597,False,"{'a': 0.5, 'e': 0.7612000000000263}",25,4,-113.89689256413288,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 2}",1
598,False,"{'a': 0.5, 'e': 0.7608000000000263}",30,0,-154.30125236953285,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
599,False,"{'a': 0.5, 'e': 0.7604000000000264}",25,6,-25.02462153415024,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.7600000000000264}",20,0,-119.6272317076443,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.7596000000000265}",30,19,-47.98947740324264,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
602,False,"{'a': 0.5, 'e': 0.7592000000000265}",20,0,-62.20521831879465,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
603,False,"{'a': 0.5, 'e': 0.7588000000000266}",20,0,-127.74161990594065,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
604,False,"{'a': 0.5, 'e': 0.7584000000000266}",20,0,-164.07533987135477,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
605,False,"{'a': 0.5, 'e': 0.7580000000000267}",30,5,-31.954494391276487,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.7576000000000267}",20,4,4.298989725771776,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.7572000000000267}",30,0,-160.25803729321865,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
608,False,"{'a': 0.5, 'e': 0.7568000000000268}",20,0,-28.855170444558507,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.7564000000000268}",20,8,-40.120970061203295,"{0: 6, 1: 4, 2: 1, 3: 1, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.7560000000000269}",25,0,-100.19521898383032,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
611,False,"{'a': 0.5, 'e': 0.7556000000000269}",25,0,-86.04249948544076,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
612,False,"{'a': 0.5, 'e': 0.755200000000027}",20,0,-49.29214875975104,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
613,False,"{'a': 0.5, 'e': 0.754800000000027}",25,0,-20.6303958870538,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.754400000000027}",30,0,-127.46285931829931,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
615,False,"{'a': 0.5, 'e': 0.7540000000000271}",25,7,3.0192681548883504,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.7536000000000271}",25,0,-238.16542252592467,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 4}",0
617,False,"{'a': 0.5, 'e': 0.7532000000000272}",25,0,-64.10284858812958,"{0: 19, 1: 0, 2: 3, 3: 3, 4: 0}",0
618,False,"{'a': 0.5, 'e': 0.7528000000000272}",25,15,-26.87196539801257,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.7524000000000273}",20,13,-53.23725976107917,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
620,False,"{'a': 0.5, 'e': 0.7520000000000273}",20,0,-125.59547774050469,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
621,False,"{'a': 0.5, 'e': 0.7516000000000274}",25,0,-60.89360870656686,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.7512000000000274}",25,0,-88.5323236974907,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
623,False,"{'a': 0.5, 'e': 0.7508000000000274}",20,0,-161.53292476510018,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",1
624,False,"{'a': 0.5, 'e': 0.7504000000000275}",20,8,-52.09428630889425,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
625,False,"{'a': 0.5, 'e': 0.7500000000000275}",25,10,-36.189945382558356,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.7496000000000276}",20,0,-22.529863516512865,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
627,False,"{'a': 0.5, 'e': 0.7492000000000276}",20,0,-54.886812872534236,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
628,False,"{'a': 0.5, 'e': 0.7488000000000277}",35,15,-86.816481898847,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",1
629,False,"{'a': 0.5, 'e': 0.7484000000000277}",20,4,-87.70871514630154,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
630,False,"{'a': 0.5, 'e': 0.7480000000000278}",20,0,-73.99558497273091,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
631,False,"{'a': 0.5, 'e': 0.7476000000000278}",20,13,5.7439741441555565,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.7472000000000278}",20,0,-87.7621929051063,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
633,False,"{'a': 0.5, 'e': 0.7468000000000279}",20,0,-70.13481750901646,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
634,False,"{'a': 0.5, 'e': 0.7464000000000279}",20,0,-76.73561237299364,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
635,False,"{'a': 0.5, 'e': 0.746000000000028}",30,15,-24.514788819824478,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.745600000000028}",20,2,-74.84194283723814,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
637,False,"{'a': 0.5, 'e': 0.7452000000000281}",25,0,-64.79642145463855,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
638,False,"{'a': 0.5, 'e': 0.7448000000000281}",20,0,-94.27446569624448,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
639,False,"{'a': 0.5, 'e': 0.7444000000000282}",20,0,-85.47227291626162,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
640,False,"{'a': 0.5, 'e': 0.7440000000000282}",20,0,-63.88302549391914,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
641,False,"{'a': 0.5, 'e': 0.7436000000000282}",20,0,-83.3866543840079,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
642,False,"{'a': 0.5, 'e': 0.7432000000000283}",20,0,-37.693706663376375,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
643,False,"{'a': 0.5, 'e': 0.7428000000000283}",20,0,-149.76681699890622,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
644,False,"{'a': 0.5, 'e': 0.7424000000000284}",20,1,-74.61344600466018,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 1}",1
645,False,"{'a': 0.5, 'e': 0.7420000000000284}",25,8,-59.23256054965193,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.7416000000000285}",20,0,-35.275650463019446,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
647,False,"{'a': 0.5, 'e': 0.7412000000000285}",20,4,-72.86269652634147,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
648,False,"{'a': 0.5, 'e': 0.7408000000000285}",25,0,-88.04490388212528,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
649,False,"{'a': 0.5, 'e': 0.7404000000000286}",30,0,-168.57611734251907,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
650,False,"{'a': 0.5, 'e': 0.7400000000000286}",20,9,16.334437546640604,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.7396000000000287}",25,4,-8.877030709004682,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.7392000000000287}",20,1,-183.87538106601008,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 4}",1
653,False,"{'a': 0.5, 'e': 0.7388000000000288}",25,0,-175.4238887506482,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
654,False,"{'a': 0.5, 'e': 0.7384000000000288}",25,15,-18.584848229311373,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.7380000000000289}",20,3,-15.472158870839513,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.7376000000000289}",20,0,-84.77849861290066,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
657,False,"{'a': 0.5, 'e': 0.7372000000000289}",25,13,-9.339193715889426,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.736800000000029}",30,16,-44.963784013594335,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.736400000000029}",25,1,-167.14927540404062,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 3}",1
660,False,"{'a': 0.5, 'e': 0.7360000000000291}",30,0,-129.91841765775683,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
661,False,"{'a': 0.5, 'e': 0.7356000000000291}",20,8,-59.724663250254274,"{0: 7, 1: 1, 2: 2, 3: 2, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.7352000000000292}",25,2,-18.763323493886375,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.7348000000000292}",20,11,-18.048501539637797,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.7344000000000293}",30,0,-84.01619299801506,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
665,False,"{'a': 0.5, 'e': 0.7340000000000293}",20,0,-70.33022390004798,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
666,False,"{'a': 0.5, 'e': 0.7336000000000293}",20,0,-76.90054520108316,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
667,False,"{'a': 0.5, 'e': 0.7332000000000294}",25,0,-130.71386975141354,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
668,False,"{'a': 0.5, 'e': 0.7328000000000294}",25,0,-128.2903204150214,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
669,False,"{'a': 0.5, 'e': 0.7324000000000295}",25,0,-135.24500209292546,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
670,False,"{'a': 0.5, 'e': 0.7320000000000295}",25,16,12.100808408016057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.7316000000000296}",30,0,-91.98450858541437,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
672,False,"{'a': 0.5, 'e': 0.7312000000000296}",30,16,-97.20656889625475,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
673,False,"{'a': 0.5, 'e': 0.7308000000000296}",35,0,-75.36874513233033,"{0: 24, 1: 5, 2: 4, 3: 2, 4: 0}",0
674,False,"{'a': 0.5, 'e': 0.7304000000000297}",20,0,-54.56662487355409,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
675,False,"{'a': 0.5, 'e': 0.7300000000000297}",20,0,8.353396299136548,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
676,False,"{'a': 0.5, 'e': 0.7296000000000298}",20,0,-65.40624384867043,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
677,False,"{'a': 0.5, 'e': 0.7292000000000298}",25,0,-28.75966597081143,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
678,False,"{'a': 0.5, 'e': 0.7288000000000299}",25,0,-138.13156535003745,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
679,False,"{'a': 0.5, 'e': 0.7284000000000299}",20,0,-88.13355842760961,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
680,False,"{'a': 0.5, 'e': 0.72800000000003}",20,0,-77.7821243935374,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
681,False,"{'a': 0.5, 'e': 0.72760000000003}",25,7,-79.17822384570349,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
682,False,"{'a': 0.5, 'e': 0.72720000000003}",20,0,-105.68308083234294,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
683,False,"{'a': 0.5, 'e': 0.7268000000000301}",30,0,-129.18228654940313,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
684,False,"{'a': 0.5, 'e': 0.7264000000000301}",20,0,-140.44831006632342,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
685,False,"{'a': 0.5, 'e': 0.7260000000000302}",25,5,-53.803569946421014,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
686,False,"{'a': 0.5, 'e': 0.7256000000000302}",20,0,17.380019546588052,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
687,False,"{'a': 0.5, 'e': 0.7252000000000303}",30,0,-93.10443290358805,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
688,False,"{'a': 0.5, 'e': 0.7248000000000303}",20,0,-22.580112990022094,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
689,False,"{'a': 0.5, 'e': 0.7244000000000304}",20,9,-1.485545831599182,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.7240000000000304}",20,0,-125.50098975480284,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
691,False,"{'a': 0.5, 'e': 0.7236000000000304}",25,2,-97.18427878787801,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 2}",1
692,False,"{'a': 0.5, 'e': 0.7232000000000305}",20,0,-86.09940452331995,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
693,False,"{'a': 0.5, 'e': 0.7228000000000305}",20,2,-39.627952930482074,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.7224000000000306}",30,0,-60.00950920864713,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
695,False,"{'a': 0.5, 'e': 0.7220000000000306}",30,0,-151.59733804168306,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
696,False,"{'a': 0.5, 'e': 0.7216000000000307}",30,0,-164.5630533824416,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
697,False,"{'a': 0.5, 'e': 0.7212000000000307}",20,4,-11.71423590790987,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.7208000000000307}",20,0,-28.86823647858749,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
699,False,"{'a': 0.5, 'e': 0.7204000000000308}",25,0,-23.91135955866072,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
700,False,"{'a': 0.5, 'e': 0.7200000000000308}",30,8,-66.10296682468312,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 1}",1
701,False,"{'a': 0.5, 'e': 0.7196000000000309}",20,13,-21.924150895550476,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.7192000000000309}",25,0,-83.68479522086051,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
703,False,"{'a': 0.5, 'e': 0.718800000000031}",20,0,-67.71511147745508,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
704,False,"{'a': 0.5, 'e': 0.718400000000031}",20,0,-103.78545053788814,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
705,False,"{'a': 0.5, 'e': 0.7180000000000311}",30,0,-71.23897527073046,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
706,False,"{'a': 0.5, 'e': 0.7176000000000311}",20,6,-67.43611646255754,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
707,False,"{'a': 0.5, 'e': 0.7172000000000311}",25,0,-126.70986087036083,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
708,False,"{'a': 0.5, 'e': 0.7168000000000312}",20,0,-56.899020468368384,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
709,False,"{'a': 0.5, 'e': 0.7164000000000312}",20,0,-35.03619098416013,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
710,False,"{'a': 0.5, 'e': 0.7160000000000313}",25,0,-112.48603912236004,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
711,False,"{'a': 0.5, 'e': 0.7156000000000313}",30,0,-43.10423852763489,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
712,False,"{'a': 0.5, 'e': 0.7152000000000314}",25,0,-55.338699250159856,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.7148000000000314}",20,0,-74.10992478726857,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
714,False,"{'a': 0.5, 'e': 0.7144000000000315}",25,4,-13.749181027387232,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.7140000000000315}",25,15,-51.78620984138674,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
716,False,"{'a': 0.5, 'e': 0.7136000000000315}",20,0,-48.19052479296734,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
